"video_id","title","channel","published_at","views","likes","comments","tags","duration_iso"
"SXoRKcg8KP0","YOUR MENTAL HEALTH IS JUST AS IMPORTANT AS YOUR PHYSICAL HEALTH!","Department of Health (Philippines)",2021-06-01,87026,1202,16,NA,"PT3M"
"U75qyZCdSQg","If Men Opened Up About Mental Health | Cut","Cut",2024-10-15,472533,26912,1766,"Cut, Watch Cut, people, people videos, storytelling, relationships, Dating, Interviews, Firsts, couples, exes, love, Kids Try, games, challenges, Ethnic groups, People Interviews, Dares, Truth or Dare, 100 ways, blind dates, 100 people, experiments, #tbt, party games, Truth or Drink, HiHo Kids, Hiho, college, 100 YOB, 100 Years of Beauty","PT9M33S"
"hz2NrITeHBk","To anyone who has lost hope in life... #mentalhealth #mentalhealthawareness  #youarenotalone","Psych2Go",2025-09-26,87646,8920,444,"to anyone, who has lost, hope, in life","PT56S"
"46_8fk3hFWE","Men’s Mental Health Month - My Opinion","Dry Creek Wrangler School",2024-11-15,225914,18212,2771,NA,"PT31M28S"
"3hpCsZdM_ac","Mental Health Awareness Week - Student Health & Wellbeing","City St George's, University of London",2025-05-06,746,14,0,"City, City University, City University of London, University of London, London, Study in London, International Study, Degree, Higher Education, UK, England, City St George's, St George's","PT25S"
"PNRNVtvmRWQ","Self-Care Tips | Mental Health Awareness Week","Sandwell & West Birmingham NHS Trust",2023-05-12,1414,45,0,"NHS, Sandwell, Birmingham, West Midlands, Healthcare","PT58S"
"A0eHbpfiBug","Why It’s Important to talk about Mental Health the Philippines (Full Documentary) | ABS-CBN News","ABS-CBN News",2025-11-05,119894,1173,141,"ABS-CBN, ABS-CBN News, ABS-CBN Philippines, Philippine News, Philippines, ABS-CBN News Exclusive, #ABS-CBNNews_Exclusive, Latest News Update, Recent News, November 05 2025, YT0psCael, 11052025news, channel:ABSCBNNews, genre:society, format:report, type:broadcast, type:highlight, source:video, source:audio, News and Current Affairs, Top News, Latest News, Viral News, ABS-CBN News Channel, #ABS-CBNNewsDocumentaries, Invisible, 2019 Documentary, Mental Health, Awareness, ABS-CBN Documentaries, PH","PT50M17S"
"pFC0M0NzO98","Webinar: Mental Health Awareness","Chartered Association of Building Engineers",2020-09-23,2021,17,0,"CABE, Webinar, CPD, Mental Health Awareness, Your Wellbeing Hub","PT53M"
"HUkVGqXpXw4","Mental Health Awareness | Online Training | Module 01","Training Express",2023-07-24,2203,27,1,"mental health, mental health awareness, mental health training, mental health wellbeing","PT5M5S"
"56qmbIzE3qo","Mental Health Break","Yoga With Adriene",2025-06-10,247370,8200,450,"home yoga, home yoga practice, yoga at home, at home yoga, Adriene Mishler, austin yoga instructor, free yoga, free yoga videos, full yoga class, morning yoga, online yoga, yoga practice, yoga with Adrienne, yoga for mental health, yoga for anxiety","PT9M45S"
"lImS1Cpju_A","Mental Health Awareness In Hindi | Psychological Fitness Importance | मानसिक स्वास्थ्य क्या है","Jaspreet   Kaur ",2021-10-16,6995,133,3,"Mental health in hindi, Mental health awareness in hindi, Mental health importance in hindi, Mental wellbeing in hindi, psychological fitness, psychological fitness in hindi, Why mental health awareness is important, Why mental health is important as physical health, Why mental health matters, Why psychological fitness is important, hindi, confidence clinic, psychologist in gurgaon, Mental Health Awareness In Hindi, Psychological Fitness Importance, मानसिक स्वास्थ्य क्या है","PT3M12S"
"qaGKGk29-Nk","Mental Health Awareness training for our staff - Part 2","North Middlesex University Hospital",2019-01-22,5852,59,1,"North Mid, NHS, hospital, mental health, training, employees, colleagues, at work, support, RehabWorks","PT16M58S"
"1qq7lDL-bzY","Why students should have mental health days | Hailey Hardcastle","TED",2020-06-04,1015395,21083,646,"TEDTalk, TEDTalks, TED Talk, TED Talks, education, law, mental health, TEDx, student, youth, policy","PT7M25S"
"8I5YRsBcdH8","Mental Health Awareness Month - Suicide Awareness Video 2","Washoe Sheriff",2021-05-14,1393100,38669,4262,NA,"PT7M15S"
"LosLW0fHWj0","Celebrate Mental Health Awareness Month With These EASY Activities","CounselingwithMrB",2022-04-14,8965,199,25,"Mental health fair, Mental health awareness month, May is mental health awareness month, Stress relief, Anxiety, Depression, Emotion regulation, School counseling, Elementary school counseling, Middle school counseling, High school counseling, Mental health tips","PT6M51S"
"7cEU1NvxixY","What is Mental Health Awareness? | Why It Matters #mentlehealth #mentalhealthawareness","Training Express",2025-06-13,1061,7,0,"what is mental health awareness, mental health awareness explained, mental health education, importance of mental health, breaking stigma, supporting mental health, mental wellbeing, workplace mental health, CPD mental health training, UK mental health support, awareness campaigns UK, mental health in schools, online training mental health, emotional health awareness","PT40S"
"meKZa85s49U","Depression... It's coming silently. #mentalhealthawareness #mentalhealth #depression","Psych2Go",2025-10-15,103112,6774,215,NA,"PT1M5S"
"nCrjevx3-Js","Talking Mental Health","Anna Freud",2017-09-18,1023815,5773,0,"mental health, child mental health, mental wellbeing, child mental wellbeing, schools, teachers, teacher resources, wellbeing, animations, children","PT5M28S"
"YR28Qqg4Sz8","7 Signs Your Mental Health is Getting Worse.","TherapyToThePoint",2023-10-31,172015,5587,360,"mental illness, mental health awareness, mental health declining rapidly, my mental health is rapidly declining, signs your mental health is falling apart, mental health, mental illness signs, mental illness signs and symptoms, signs my mental health is getting worse, shorts","PT33S"
"1eQcPW_0yDw","✨What is Bipolar Disorder?✨ #worldbipolarday #mentalhealthawareness #dayinthelife","Akana",2025-03-30,726465,37086,215,NA,"PT1M3S"
"SCoO1PBbTvk","World Mental Health Day 🌟        #upsc #mentalhealth #upscmotivation #mentalhealthawareness #shorts","Sleepy Classes IAS",2023-10-10,4705,NA,5,NA,"PT37S"
"Rj_8si4Kud0","This is your sign to put down your phone… #mentalhealth #mentalhealthawareness","Kati Morton",2024-07-01,8198,763,11,NA,"PT36S"
"dKpdBZ8Yxj4","England Players Reveal How They Deal With Anxiety | Mental Health Awareness Week | England","England",2023-05-15,28363,819,27,NA,"PT2M45S"
"t54rqKbAxPE","Breaking the Silence: Why Men Need to Talk About Their Mental Health | Henry Nelson Case | TEDxAUBG","TEDx Talks",2023-06-02,68456,1267,138,"English, Health, Masculinity, Men, Mental health, TEDxTalks, [TEDxEID:52954]","PT10M35S"
"2l4ZjK9Qqys","Expert panel talks mental health","CBS Mornings",2023-05-15,16530,223,7,"video, cbs, news, psychiatrist, doctor, sue varma, lisa damour, thema bryant, mental health, trauma, support, teenagers, teens, wellness week, mental health awareness month","PT8M"
"-fugHnFYbtc","Schizophrenia Patient Video","SchizophrenicNYC",2025-04-06,720201,3815,166,NA,"PT16S"
"CD2aRkVaChg","It's Mental Health Awareness Week","CBS New York",2025-05-12,1564,24,4,NA,"PT29S"
"Wxy_M602q8I","എന്താണ് ഉൾകാഴ്ച? | MENTAL HEALTH AWARENESS SERIES - Episode #1 | @iamwithdhanyavarma","I AM with Dhanya Varma",2023-12-05,157782,3173,228,"psychiatry, psychiatrist, psychatrist, pshycology, sycology, overcoming depression, mental health, overcome anxiety, mental awareness, motivational, inspiration, therapy, treatment, counselling, marital counselling, adhd, child psychology, talk therapy, psychotherapy, narcissism, personality disorders, mood disorder, bipolar disorder, medication, mental health awareness, learning disability, psychologist, mental wellness, positivity, life hacks, personality development, self improvement, stigma","PT24M11S"
"d-Z4ccJLazI","Ask Yourself THIS Question From Therapy","Dr Julie",2024-01-11,2360115,120632,5805,NA,"PT10S"
"Ev4sh2y3oR4","MCPS Mental Health Awareness Week: Zumba Workout Session","MCPS-MD",2020-10-29,5041,NA,NA,"MCPS, Montgomery County Public Schools","PT10M57S"
"Z2jGRwZPff4","Mental health awareness in hindi || Mental Health : मानसिक स्वास्थ्य क्या है ? Depression Kya hai ?","Medtalks",2020-09-12,11574,134,7,"mental health, mental illness, what is mental health, mental health and awareness, mental health hindi, mental health awareness, what is mental health hindi, why mental health is needed, how important is mental health, why mental health is important, mental health in hindi, mental health issues, mental health vs mental illness, mental health awareness video, mental disorders, psychology, Mental Health : मानसिक स्वास्थ्य क्या है ?, Depression Kya hai","PT57S"
"Qa_MMB28kHc","May is Mental Health Awareness Month","KSAT 12",2023-05-02,662,2,0,NA,"PT1M1S"
"OXwQlMG4xlI","Mental Health Awareness Month - Suicide Awareness Video 1","Washoe Sheriff",2021-05-07,66923,1590,71,NA,"PT5M23S"
"yAMfylWf31o","⚠️ Signs Your Mental Health Needs Attention 😣 Dr. Julie #shorts","Dr Julie",2022-03-03,4186271,225662,5051,"mental health, anxiety, depression, shorts, stress, mental health awareness","PT37S"
"dy5rGJbCACo","Understanding Mental Health Conditions: Dissociative Identity Disorder (DID)","Blue Cross Blue Shield of Michigan",2024-07-10,30919,892,21,"Blue Cross Blue Shield of Michigan, BCBSM","PT52S"
"MaFv-SMgHb0","Depression, Anxiety, Stress & Mental Health Awareness In Hindi | [BEST VIDEO ON MENTAL HEALTH]","Rewirs",2020-06-28,182751,7323,394,"mental health, mental illness, what is mental health, mental health and awareness, mental health awareness in hindi, mental health hindi, mental health awareness, what is mental health hindi, why mental health is needed, how important is mental health, why mental health is important, mental health in hindi, mental health issues, mental health vs mental illness, what are the key signs of stress affecting mental health, mental health awareness video, mental disorders, psychology","PT7M1S"
"JUtj5Z1GAOI","Mental Health Awareness week: My partner's suicide made me help others | ITV News","ITV News",2019-05-13,47642,613,NA,NA,"PT5M3S"
"iwHYVhlpMVs","July is Minority Mental Health Awareness Month","Hogg Foundation for Mental Health",2022-07-01,3029,31,0,NA,"PT2M2S"
"nXsSVAL1upI","Check in with your loved ones #mentalhealth #awareness #story","Using My Story",2024-03-02,4824607,399361,10088,NA,"PT10S"
"U1xEHWL3_VU","Mental Health Awareness in Hindi l Mental Health Ke Liye Kya Kare l Dr Kashika Jain","Dr Kashika Jain : Psychologist",2025-01-12,26831,1279,192,"mental health awareness, mental health awareness in hindi, mental health awareness video, mental health in hindi, mental health ke bare mein, mental health ke liye kya kare, mental health ki video, mental health motivation, mental health therapy, mental health tips, apni mental health kaise thik kare, apni mental health ko kaise theek karen, mental health in hindi explain, how to treat mental illness, how to heal mental health, how to heal mental illness, mental health","PT21M14S"
"1PKlHKr-GgU","മാനസികാരോഗ്യ ചികിത്സയെ ഭയക്കേണ്ട | Mental Health Awareness Month| Amrita Hospital, Kochi","Amrita Hospital, Kochi",2024-05-25,2052,39,0,"amrita, hospital, amritanandamayi, amrita institute, amrita hospital, healthcare, medicine, medical, patient, surgery, transplant, medical college, technology, best hospital, best doctors, amma, super speciality, premium healthcare, tertiary care, aims, transplantation, organ, amrita institute of medical sciences, cancer centre, neurology, diabetes, ophthalmology, cardiology, mental health, mental health matters, mental health awareness month, break the stigma, you are not alone, seek help","PT58S"
"VQ6tuvA5mBQ","UNIVERSE UNITED: Mental Health Awareness Month | Miss Universe","Miss Universe",2022-05-21,6642,254,14,"miss universe, miss universe 2021, miss universe live, livestream miss universe, binibining pilipinas, Miss Universe, Pageants, Pageant Tutorials, Pia Wurtzbach, Miss Universe 2018, Miss Universe Catriona Gray, Miss Universe Lava Walk, Lava Walk, Beauty Pageants, Miss Universe Full Show, Zozibini Tunzi, South Africa, Miss Universe South Africa","PT5M"
"1DR6AqVF9Q4","What Is Mental Health for Kids & Teens  #childrensmentalhealth #mentalhealthawareness #mentalhealth","Mental Health Center Kids",2025-02-18,9577,108,0,"mental health for kids, mental health for teens, mental health awareness, mental health matters, mental health for middle school students, mental health for students, mental health for kindergarten, mental health for elementary students, mental health for children, good mental health, good mental health habits, mental health habits, children's hospital colorado, anna freud, mental health center kids","PT39S"
"lh068GG3N98","All In This Together - Mental Health Awareness Month - Compass Health Network","Compass Health",2021-05-13,20889,182,2,NA,"PT2M"
"1hEoGQmdPgo","Bipolar Disorder: Mood Swings Explained | Dr. Jamal A. Khan","Health Wealth & Lifestyle ",2024-06-11,576152,29021,398,"bipolar disorder symptoms, bipolar disorder treatment, how to live with bipolar disorder, mood swings, mental illness, mental health help, what is bipolar disorder, bipolar disorder causes, bipolar disorder mood swings signs of bipolar disorder in men, signs of bipolar disorder in women, bipolar disorder vs depression, bipolar disorder: mood swings explained dr. jamal a. khan, dr.jamalkhan, Bipolar Disorder, moodswings, depression, mania","PT55S"
"gl95kN9QcjY","Mental Health Awareness Month - This Is The Song  #duffmckagan #mentalhealth #mentalhealthawareness","Duff McKagan Official",2023-05-10,39445,3502,218,"Max Creeps, Duff McKagan, Black Flag, Green Day, Kurt Bloch, Punk, Punk Rock, Guns N' Roses, Slash, Axl Rose, Henry Rollins, Lee Ving, Bille Joe Armstrong, Phil Campbell, Motörhead, Monster Children, Chris Jericho, Mark Hoppus, Pennywise, Sum 41, Jaz Coleman, Laura Jane Grace, Iggy Pop, The Clash, The Ramones, Marky Ramone, Loudwire, Revolver Magazine, Spin Magazine, Rock Music, Dan Jones, Fender, Music, This Is The Song, Mental Health, Mental Health Month, propeller","PT41S"
"RC1919tTab0","The truth about men’s mental health…#shorts","emilywking",2023-06-29,21988870,917758,29092,NA,"PT54S"
"MLvXOo5znvA","The Impact of Social Media on Mental Health Awareness","Ochsner Health",2025-01-10,1477,23,0,"Ochsner Health System, Ochsner, Renshco, Oshner, Medical, Medicine, Hospital, Health, Healthcare, Health and Wellness, Healthcare Innovation","PT56M4S"
"Qw91r2UQuP4","How's your mental health? #mentalhealth #vent #youtubeshorts #animation #edit #sadsong","Sadaxe",2025-06-22,414015,24965,1244,NA,"PT22S"
"jclbEANeVo4","World Mental Health Day | 1 In 7 Indians Suffer From Mental Health Illness | N18S | CNBC TV18","CNBC-TV18",2023-10-11,2719,65,1,"world mental health day, world mental health day 2023, mental health, world mental health day theme, mental health day, speech on world mental health day, world mental health day 2023 theme, mental health awareness, history of mental health day, theme of mental health day, video on mental health day, 2023 theme of mental health day, special video on mental health day, world mental health day [who], health, mental health matters, mental health awareness week 2023, CNBC TV18","PT58S"
"xH5IM2fnCg8","What's going wrong with mental health awareness? - with Lucy Foulkes","The Royal Institution",2022-06-09,46556,1211,192,"Ri, Royal Institution, royal institute, mental health awareness, mental health, mental health day, royal institute lectures, mental health awareness video","PT46M23S"
"tvOBavf3Zmw","'Unconditional' documentary highlights mental health awareness for caregivers","MSNBC",2023-05-29,15284,180,45,"MSNBC, MSNBC latest, Politics, News","PT6M46S"
"mcgFOWUHZ3s","July is Minority Mental Health Awareness Month","WOOD TV8",2025-07-18,79,1,0,"WOODTV, News 8, Nexstar, West Michigan, Michigan, News at 5, News at 6, News at 10, News at 11, The Seven, Susan Shaw, Brian Sterling","PT5M3S"
"5bNI_NloNa8","10 Signs Your Mental Health is Getting Worse","Psych2Go",2021-04-30,6282954,263592,19751,"mental health, mental health awareness, my mental health is getting worse, my mental health is deteriorating, mental illness, mental health problems, psych2go, psych 2 go, psych to go, psychtogo, anxiety, depression, anxiety depression","PT8M25S"
"VQ5BCW66PmA","It's Mental Health Awareness Week 2024","Tuberous Sclerosis Association TSA",2024-05-13,179,1,0,NA,"PT6S"
"EdHL0V3Q67w","Mental health!","Dr. Kilimanguru",2023-06-02,13087,393,8,NA,"PT24S"
"inJ-ttYx1l0","8 Signs of Low Self Esteem #selfesteem #myself #mentalhealth #mentalhealthawareness #confidence","Psych2Go",2025-10-03,83520,6059,164,"8 signs, low self esteem","PT1M22S"
"PJ2uZoETPM8","5 Ways to Celebrate Mental Health Awareness Month #MentalHealthMatters #Shorts","Headspace",2021-05-06,25725,1341,25,NA,"PT31S"
"g99rR-lyQ6k","Mental Health Part 95💚  #mentalhealthawareness #corecore #mindcore #mentalhealth #infinitecore #core","Mind Core",2024-04-09,1593869,80041,1116,"mental health awareness campaign, depression, mental health, mental health awareness, mental health awareness month, mental illness, corecore theo von, corecore, World Health Day-Depression, sad, world health day, corecore sad, corecore songs, core, mind core, mind, infinite core, qkthr, mindset, suicide, core core, shorts, cry, when was the last time you cried, mental health campaign, girlfriend, love, broken heart, gold digger, social dose, cheating, she cheated on me","PT39S"
"sB-25LzkLVQ","Mental Health Awareness Month | Impact of stress on heart health","CBS 8 San Diego",2025-05-19,355,6,4,"[ mornings, local ], news","PT4M22S"
"N7PFEhU2za0","Mental Health Awareness Month - Suicide Awareness Video 3","Washoe Sheriff",2021-05-21,273052,5787,593,NA,"PT6M40S"
"y0gNECYEw6k","It’s not easy to deal with… #trichotillomania #trichawareness #mentalhealthawareness #awareness","€l!z4ßėth.ßeauty",2024-09-15,3947898,392005,5204,NA,"PT14S"
"7JvtagD7WkA","POV : double standards mental health edition… #mentalhealth #awareness #mentalhealthawareness","Libby Glass",2024-02-18,1502880,97680,1033,NA,"PT12S"
"sI2xnHN6xCw","bringing this trend back for mens mental health month!! #helinadays #subscribe #satire #funny","Helina Days",2025-06-13,1799953,NA,2442,NA,"PT9S"
"nwFbxFRna5U","How the world sees depression…","Eliana Ghen",2024-05-17,6815414,502546,8550,NA,"PT15S"
"Cfs4EYUgjvo","Mental Health Awareness Day ⭐️","Capital City College",2023-05-30,56,1,0,NA,"PT45S"
"I-DaSVgrDh0","Deepika Padukone's initiative towards Mental Health Awareness is commendable! #shorts","Bollywood Hungama",2025-10-10,102208,2903,70,NA,"PT44S"
"sxzqJOY57BA","Dimaghi Sehat Kaise Thik Karen - Mental Health Tips Urdu #mentalhealth #dimagh #mentalhealthmatters","oladoc - Find The Best Doctors",2023-01-10,26638,950,29,NA,"PT39S"
"5ofzeUITyRA","5 Easy Mental Health Awareness and Activities for Students","Colourful Teaching For You",2023-05-13,8362,82,0,NA,"PT23S"
"xs9dcWt_CsA","Mental Health Awareness Month 💙💚","FGCU",2024-05-21,126,7,0,NA,"PT58S"
"0nyQ-8FFbtY","Self-Care Tips: Prioritizing Your Wellbeing for Mental Health Awareness","Peter Rising MVP",2024-05-14,658,19,2,NA,"PT19S"
"vucxJIcwAvM","Walk-in hub tackling mental health epidemic","Sky News",2025-10-29,6814,26,NA,"sky news, mental health","PT2M14S"
"Q6KtX8BVwQg","Mental Health Awareness in Hindi l How to Treat Your Mental Health l Dr Kashika jain","Dr Kashika Jain : Psychologist",2023-12-09,39787,1407,123,"how to treat mental illness, how to treat your mental health, mental health awareness in hindi, mental health counseling in hindi, mental health importance, mental health improvement, mental health in hindi, mental health issues, mental health kaise banaye, mental health kaise check kare, mental health kaise sudhare, mental health kaise theek karen, mental health ke liye kya kare, mental health kharab hone ke lakshan, mental health ko kaise thik karen, mental health recovery","PT19M20S"
"TYYseEeiWuM","Men’s mental health awareness. Check in on your loved ones. #mentalhealth #fyp #share #story","Using My Story",2024-12-06,412687,8528,331,NA,"PT8S"
"0PFKczPmCa0","Mental health awareness","Citizen TV Kenya",2024-05-29,2751,30,4,"Citizen TV, Citizen TV Live, Livestream, News","PT49M24S"
"6oYMfq1hvmQ","What depression can look like in school","JakeGoodmanMD",2022-04-14,4978525,189296,4484,NA,"PT12S"
"sV76R79R4ek","⚠️AWARENESS PURPOSES⚠️ #pov a teenager living with a mental health disorder… #tiktok #shorts #fyp","Dailymug69 - Hope Brett",2024-07-30,1031139,74749,2775,NA,"PT53S"
"YRxU_0SLdz0","Men’s Mental Health 🌿 #corecore #sadcore #hopecore #core #mentalhealth #explore #trending #fyp","UniversalCore ",2024-10-26,101392,4669,130,NA,"PT1M1S"
"R1VYrSxFAzs","May is Mental Health Awareness Month | Talks at Google","Talks at Google",2020-05-19,7038,95,7,"mental health awareness, mental health awareness month, mental health, mental health talks, mental health videos, brain exercises, healthy mind, compilation, comp 2020, talks at google, ted talks, inspirational talks, educational talks","PT3M48S"
"8wiVb_tKLiU","6 Things Not To Do When You Have Depression","AmenClinics",2024-07-16,893860,31873,1112,NA,"PT56S"
"Nutr_eSp2yU","💆🏻‍♀️🧠May is MENTAL HEALTH AWARENESS Month! #mentalhealth #mentalhealthawareness #brain","Brain Education TV",2024-05-07,3229,250,4,"mental health, mental wellness, emotional intelligence, brain, brain education, anxiety, stress, depression, awareness of mental health, mental health awareness, what is mental health, mental health quotes, mental health for men, mental health therapy, what are 5 ways to improve mental health, how to help your mental health, what exactly mental health, how to cope with bad mental health, mental wellness month, mental health wellness, how do I improve my mental wellness","PT54S"
"WODchRQd_MA","99% of people are wrong about OCD. 🤯💡🧠  #OCD #mentalhealth #therapy","Abhasa - Rehab & Wellness ",2024-05-16,406828,10724,109,"OCD Out 1 Without Music.mp4","PT37S"
"jMs8WfSq52c","Using social media healthily during lockdown | Mental Health Awareness Week - BBC","BBC",2020-05-21,16954,335,37,"BBC iPlayer, United Kingdom, British TV, British TV Shows, Watch UK TV Online, Watch British TV Online, Watch British TV Shows Online","PT3M44S"
"qDVe8YVc7hc","Mental Health Awareness Month | Maurice Benard (May 9th, 2022)","General Hospital",2022-05-09,4319,239,21,"General Hospital, Port Charles, ABC, GH, Soap Opera, Mental Health Awareness Month, Maurice Benard","PT1M1S"
"3GChQ92tBqA","What it’s like living with Schizophrenia","SchizophrenicNYC",2024-06-08,1792223,28355,794,"What it’s like living with schizophrenia, Living with schizophrenia, Schizophrenia real patient video, Schizophrenia example video, Psychosis video, What is schizophrenia?, What is psychosis?, What does schizophrenia look like?, Skitzofrenia","PT11S"
"DnhPiS1noWI","A picture book about kids’ mental health","CBC Kids",2024-05-01,27313,557,NA,"cbc kids, book club, read, reading, childrens book, kids book, dark cloud, depression, mental health, anxiety, awareness, support, loneliness, wellbeing","PT58S"
"c45eR2raonU","Are You Okay? | Mental Health Awareness | YMI Today","YMI",2021-09-29,8169,113,1,"YMI Today, Daily Devotionals, Christian Testimonials, prayers, mental health, anxiety, depression, illness, struggles, Jesus Christ, faith, hope, beliefs, suffering","PT1M55S"
"u-SV_HVI-0I","What are Mania & Hypomania? | Understanding Mental Health Conditions","Blue Cross Blue Shield of Michigan",2024-08-01,16383,275,5,"Blue Cross Blue Shield of Michigan, BCBSM","PT56S"
"uZkw2hC2Tqo","you are not alone. | Mental Health Awareness | MeganBatoon","MeganBatoon",2018-06-12,100044,9677,1101,"megan batoon, mental health, youtuber, awareness, suicide prevention, mental health awareness, mental illness, important, be good, be nice, be kind, miss you, text a friend, Megan batoon and andrew, Megan batoon dance, Kim possible theme song, honestly gabbie hanna, gabbie show, Andrew siwicki and Megan batoon, wavy hair tutorial, Megan batoon Kim possible, Megan batoon choreography, wavy hair, Kim possible dance, team edge, Megan batoon boyfriend, how to get wavy hair","PT10M52S"
"7lIwM43meNE","When Asian Parents Finally Care About Mental Health","Genie",2025-07-04,1711481,76320,726,NA,"PT1M12S"
"uG47E4Yg88c","Feeling Off Lately? These Tiny Habits Might Be Why! #mentalhealth #mentalhealthawareness","Psych2Go",2025-09-22,96667,9990,193,"micro habits, mental health","PT1M12S"
"bprIOZHmphM","Mind Matters: Mental Health Awareness Week 2019","Creative Support",2019-05-13,3942,34,5,"Mental Health, Social Care, Mental Health Awareness","PT1M25S"
"ghsiFYtLfTc","Hanna Hall Mental Health Awareness Message","UB Bulls",2019-05-06,23357,299,9,"Buffalo Bulls, mental health, hanna hall, women's basketball, anorexia, fighter, strength","PT6M33S"
"7fWo_Yme2G0","Every Mental Disorder Explained in 6 Minutes","The Forge",2024-11-01,2933012,52377,2466,"mental disorder, explained, ptsd, bipolar, ocd, adhd, anxiety","PT6M24S"
"6zC0-kI6Bp0","Mental health awareness during the holidays","FOX19 NOW | Cincinnati",2025-11-12,8,1,0,NA,"PT3M48S"
"ZjqNJj5tj6w","MENTAL HEALTH AWARENESS MONTH DISCUSSION","NTT INDYCAR SERIES",2022-05-24,3754,215,33,"IndyCar, Racing, Motorsports, NTT, NTT IndyCar Series, Open-Wheel, NTT DATA, Autosports, Indy car, Indy, Mental Health, Mental Health Awareness Month, Mental Health Awareness, Callum Ilott, Charlie Kimball, Sage Karam, Dalton Kellett, Indianapolis Motor Speedway, Indy 500","PT18M21S"
"qWJBp3DlXm8","The Hidden Mental Health Cost of Toxic Leadership","Fire Engineering",2025-05-10,19847,542,32,NA,"PT30S"
"R3bkYc_StOw","Why Some Women Feel Unlovable... ? (And How to Heal) #mentalhealth #mentalhealthawareness","Psych2Go",2025-09-29,62289,5467,129,NA,"PT1M31S"
"6dETO6NkJjo","2 weeks before losing this man to mental health. Men’s Mental health matter #fyp #share #awareness","Using My Story",2025-03-24,38986,1541,113,NA,"PT15S"
"2bxyKXI0jk0","The Designer Using Fashion To Raise Mental Health Awareness | Amazing Humans","BBC Three",2019-04-13,18645,652,49,"inspirational, amazing, humans, stories, real, true, bbc3, bbc 3, bbc three, panic attack, fashion, designer, t-shirt, raise, awareness, mental health, depression, eating disorder, documentary","PT3M35S"
"ij7RyWMVF-k","We see you. A campaign for mental health care","KGH Foundation",2022-03-29,267432,3666,99,"kgh, kelowna general hospital, kgh foundation, kelowna, we see you, mental health, mental health campaign, kelowna general hospital foundation, mental health care, mental well-being","PT1M20S"
"lXxu3m1b53Q","A REAL Schizophrenia episode on camera","SchizophrenicNYC",2024-08-29,783008,7761,537,"Schizophrenic, Schizophrenia, Skitzo, Schizo, Schizofrenia, Schizofrenic, Living with schizophrenia, Schizophrenia example video, Schizophrenia caught on camera, Schizophrenia real patient video, Schizophrenicnyc, Michelle hammer, Schizophrenia New York City","PT13S"
"HXm2a1o1izg","Men mental health matters #animation #vent #mentalhealth #men #youtubeshorts","Sadaxe",2025-06-07,213095,8339,211,NA,"PT17S"
"rNxC16mlO60","The Secrets and Science of Mental Toughness | Joe Risser MD, MPH | TEDxSanDiego","TEDx Talks",2025-04-01,2168152,65396,924,"Body, English, Exercise, Fitness, Grit, Health, Pain, TEDxTalks, [TEDxEID:59849]","PT8M44S"
"fp6euACYN5w","Mental health tattoos #mentalhealth #vent #sad #tattoos #animation #shorts","Sadaxe",2025-09-07,926780,46538,995,NA,"PT22S"
"qfv9i6xIkvQ","Mental health","Using My Story",2024-08-07,677879,11526,436,NA,"PT11S"
"NCen8jS2jho","Mahomet therapist stresses communication during Men's Mental Health Awareness Month","WCIA News",2025-06-18,29,1,NA,"video","PT43S"
"I56kwwTZ69k","3 Tips to Improve Mental Health","GunjanShouts",2024-06-28,383770,18155,128,NA,"PT26S"
"0mwNnujLsuI","Interrupting a Schizophrenia Episode","SchizophrenicNYC",2023-08-20,1872283,19422,691,"Living well with schizophrenia, Schizophrenia patients real video","PT9S"
"HESc-w5bCi0","Early Childhood Mental Health Awareness Month with Gracie's Corner #shorts","Gracie's Corner",2023-11-03,1707601,16853,0,"Gracies Corner, mental health, preschool, toddlers, childhood, early childhood education, mental disorder, awareness","PT30S"
"6Rj6IaYFCvQ","Kenzie Knuckles | Mental Health Awareness Month","Nebraska Huskers",2022-05-31,25535,544,25,"ncaa, sports, university of nebraska, university of nebraska-lincoln, huskers, cornhuskers, nebraska huskers, nebraska cornhuskers, college sports, big ten, b1g","PT11M33S"
"s83a9EJQvAs","The Importance of Mental Health Awareness | Sofia Feghali & Brittany Chambers | Peace of Mind | #35","HA | Wisdom Wellbeing",2025-05-12,420,6,0,NA,"PT36M53S"
"u4Xf-6lvM0Q","5 tips to improve Mental Health | World Mental Health Day | 10th October","Dr. Ankit Goel Psychiatry ",2025-10-10,1288,59,1,NA,"PT1M5S"
"T2dWat0SWLY","How to cure Depression? #mentalhealth #mentalhealthawareness #depression","First Check",2022-10-21,138338,2510,69,"Mental Health Day, preventing suicide, prevent suicide, World Mental Health Day, suicide prevention, Mental health, dr samir parikh, mental health awareness, psychological first aid, mental health problems, mental depression causes, depression help, depression josh talks, depression symptoms, mental illness symptoms, feeling low, fortis healthcare, dr samir parikh fortis, fortis hospital, mental health in an unequal world, mental health stigma, psychiatrist","PT47S"
"_qKQk2bX90w","World Mental Health Day | Mental Health Awareness in Urdu/Hindi","Psychiatry Clinic",2022-10-21,4010,62,3,"world health day, mental health, health issues, mental health motivation, mental health issues, mental health problems, world mental health day, mental health treatment, mental illness, men's mental health, men's health, health, male depression, depression, coronavirus, help","PT4M21S"
